#bin	chrom	chromStart	chromEnd	name	length	cpgNum	gcNum	perCpg	perGc	obsExp
657	chr11	9482109	9483152	CpG: 93	1043	93	678	17.8	65	0.84
658	chr11	9594346	9596536	CpG: 196	2190	196	1301	17.9	59.4	1.02
658	chr11	9634969	9636065	CpG: 78	1096	78	672	14.2	61.3	0.76
658	chr11	9685520	9686050	CpG: 49	530	49	382	18.5	72.1	0.73
659	chr11	9779592	9780470	CpG: 81	878	81	518	18.5	59	1.07
663	chr11	10315279	10315933	CpG: 68	654	68	407	20.8	62.2	1.11
663	chr11	10316232	10316469	CpG: 23	237	23	170	19.4	71.7	0.75
663	chr11	10324353	10324828	CpG: 38	475	38	299	16	62.9	0.81
663	chr11	10326048	10326590	CpG: 43	542	43	376	15.9	69.4	0.67
663	chr11	10327013	10329831	CpG: 191	2818	191	1668	13.6	59.2	0.77
664	chr11	10472000	10472857	CpG: 86	857	86	597	20.1	69.7	0.83
665	chr11	10562225	10562942	CpG: 70	717	70	489	19.5	68.2	0.85
667	chr11	10772493	10773089	CpG: 63	596	63	393	21.1	65.9	0.97
667	chr11	10829361	10831121	CpG: 147	1760	147	1111	16.7	63.1	0.85
668	chr11	10879102	10880453	CpG: 103	1351	103	771	15.2	57.1	0.93
668	chr11	10952350	10953072	CpG: 86	722	86	541	23.8	74.9	0.86
673	chr11	11642121	11643819	CpG: 149	1698	149	1122	17.6	66.1	0.81
675	chr11	11863272	11864018	CpG: 69	746	69	490	18.5	65.7	0.88
676	chr11	12029737	12030841	CpG: 103	1104	103	758	18.7	68.7	0.82
677	chr11	12131813	12133016	CpG: 119	1203	119	859	19.8	71.4	0.78
679	chr11	12398965	12399863	CpG: 81	898	81	519	18	57.8	1.08
681	chr11	12695414	12696981	CpG: 145	1567	145	871	18.5	55.6	1.2
684	chr11	13030330	13032584	CpG: 209	2254	209	1463	18.5	64.9	0.89
686	chr11	13298796	13300735	CpG: 184	1939	184	1295	19	66.8	0.86
687	chr11	13484273	13485290	CpG: 82	1017	82	647	16.1	63.6	0.8
689	chr11	13689588	13690724	CpG: 118	1136	118	770	20.8	67.8	0.91
691	chr11	13984066	13986349	CpG: 202	2283	202	1504	17.7	65.9	0.81
693	chr11	14280741	14281164	CpG: 33	423	33	287	15.6	67.8	0.68
694	chr11	14379808	14380737	CpG: 105	929	105	598	22.6	64.4	1.09
694	chr11	14402600	14403086	CpG: 52	486	52	351	21.4	72.2	0.82
695	chr11	14541600	14542225	CpG: 52	625	52	388	16.6	62.1	0.87
696	chr11	14665053	14666674	CpG: 142	1621	142	1041	17.5	64.2	0.85
698	chr11	14912900	14913771	CpG: 77	871	77	569	17.7	65.3	0.83
698	chr11	14926471	14927770	CpG: 97	1299	97	814	14.9	62.7	0.76
699	chr11	14993452	14993661	CpG: 17	209	17	130	16.3	62.2	0.85
699	chr11	14995128	14995908	CpG: 64	780	64	483	16.4	61.9	0.86
700	chr11	15094957	15095872	CpG: 69	915	69	572	15.1	62.5	0.77
700	chr11	15136058	15136545	CpG: 40	487	40	305	16.4	62.6	0.84
704	chr11	15671689	15671914	CpG: 25	225	25	165	22.2	73.3	0.85
706	chr11	15959855	15960077	CpG: 20	222	20	142	18	64	0.88
706	chr11	15962882	15963223	CpG: 32	341	32	236	18.8	69.2	0.79
711	chr11	16626053	16629180	CpG: 213	3127	213	1735	13.6	55.5	0.88
711	chr11	16632508	16632725	CpG: 21	217	21	141	19.4	65	0.92
711	chr11	16634957	16635969	CpG: 75	1012	75	610	14.8	60.3	0.82
712	chr11	16759945	16760386	CpG: 36	441	36	269	16.3	61	0.88
714	chr11	16946392	16947398	CpG: 93	1006	93	678	18.5	67.4	0.82
714	chr11	17034843	17036404	CpG: 152	1561	152	976	19.5	62.5	1.01
715	chr11	17098839	17099506	CpG: 56	667	56	414	16.8	62.1	0.89
716	chr11	17229114	17229833	CpG: 61	719	61	508	17	70.7	0.68
716	chr11	17249822	17250033	CpG: 19	211	19	150	18	71.1	0.76
716	chr11	17297779	17298694	CpG: 85	915	85	646	18.6	70.6	0.76
717	chr11	17373019	17373665	CpG: 67	646	67	431	20.7	66.7	0.93
717	chr11	17374928	17375422	CpG: 48	494	48	308	19.4	62.3	1
717	chr11	17409452	17409692	CpG: 17	240	17	160	14.2	66.7	0.64
717	chr11	17410436	17411287	CpG: 62	851	62	465	14.6	54.6	0.98
718	chr11	17497463	17498626	CpG: 98	1163	98	720	16.9	61.9	0.88
719	chr11	17565766	17566052	CpG: 30	286	30	207	21	72.4	0.81
720	chr11	17717505	17717767	CpG: 35	262	35	202	26.7	77.1	0.91
720	chr11	17740789	17743779	CpG: 233	2990	233	1872	15.6	62.6	0.8
720	chr11	17756056	17758286	CpG: 226	2230	226	1405	20.3	63	1.02
720	chr11	17793276	17793959	CpG: 51	683	51	412	14.9	60.3	0.82
720	chr11	17801026	17801277	CpG: 24	251	24	167	19.1	66.5	0.87
721	chr11	17905443	17905973	CpG: 37	530	37	338	14	63.8	0.7
722	chr11	18034129	18035268	CpG: 108	1139	108	680	19	59.7	1.06
722	chr11	18067716	18067928	CpG: 28	212	28	159	26.4	75	0.95
723	chr11	18127296	18127711	CpG: 45	415	45	288	21.7	69.4	0.9
723	chr11	18210884	18211205	CpG: 23	321	23	182	14.3	56.7	0.9
724	chr11	18230619	18230906	CpG: 29	287	29	198	20.2	69	0.87
724	chr11	18343625	18344238	CpG: 60	613	60	397	19.6	64.8	0.94
725	chr11	18415922	18416680	CpG: 73	758	73	502	19.3	66.2	0.88
725	chr11	18417667	18417925	CpG: 31	258	31	171	24	66.3	1.1
725	chr11	18477298	18477756	CpG: 39	458	39	299	17	65.3	0.8
726	chr11	18548060	18548629	CpG: 52	569	52	390	18.3	68.5	0.78
726	chr11	18610010	18610463	CpG: 38	453	38	304	16.8	67.1	0.77
727	chr11	18655811	18656482	CpG: 57	671	57	426	17	63.5	0.84
727	chr11	18720271	18720821	CpG: 75	550	75	412	27.3	74.9	0.98
727	chr11	18727320	18727727	CpG: 41	407	41	277	20.1	68.1	0.88
90	chr11	18742690	18743513	CpG: 60	823	60	534	14.6	64.9	0.7
728	chr11	18812572	18814079	CpG: 115	1507	115	882	15.3	58.5	0.89
731	chr11	19138497	19139216	CpG: 59	719	59	509	16.4	70.8	0.7
731	chr11	19261912	19262156	CpG: 18	244	18	140	14.8	57.4	0.92
731	chr11	19262473	19264397	CpG: 168	1924	168	1218	17.5	63.3	0.88
732	chr11	19366653	19368234	CpG: 116	1581	116	942	14.7	59.6	0.84
735	chr11	19733936	19735320	CpG: 111	1384	111	799	16	57.7	0.96
736	chr11	19798537	19798949	CpG: 44	412	44	250	21.4	60.7	1.21
738	chr11	20177608	20178824	CpG: 98	1216	98	776	16.1	63.8	0.8
738	chr11	20181200	20182325	CpG: 87	1125	87	690	15.5	61.3	0.83
92	chr11	20184570	20185497	CpG: 70	927	70	554	15.1	59.8	0.87
740	chr11	20385161	20385673	CpG: 55	512	55	380	21.5	74.2	0.78
740	chr11	20408755	20409781	CpG: 112	1026	112	720	21.8	70.2	0.89
742	chr11	20618197	20619920	CpG: 123	1723	123	1017	14.3	59	0.83
742	chr11	20622720	20623399	CpG: 68	679	68	475	20	70	0.82
742	chr11	20690579	20691845	CpG: 114	1266	114	772	18	61	0.97
754	chr11	22214172	22215320	CpG: 89	1148	89	788	15.5	68.6	0.7
755	chr11	22362862	22363377	CpG: 38	515	38	337	14.8	65.4	0.69
756	chr11	22454300	22454518	CpG: 20	218	20	129	18.3	59.2	1.08
757	chr11	22646706	22647441	CpG: 61	735	61	468	16.6	63.7	0.82
758	chr11	22688285	22688617	CpG: 31	332	31	240	18.7	72.3	0.72
759	chr11	22850765	22851367	CpG: 58	602	58	371	19.3	61.6	1.02
763	chr11	23426952	23427349	CpG: 27	397	27	258	13.6	65	0.64
766	chr11	23751953	23752361	CpG: 34	408	34	269	16.7	65.9	0.77
772	chr11	24518224	24518738	CpG: 57	514	57	342	22.2	66.5	1.02
786	chr11	26353537	26353812	CpG: 29	275	29	187	21.1	68	0.91
793	chr11	27384359	27384870	CpG: 49	511	49	344	19.2	67.3	0.85
794	chr11	27493640	27494357	CpG: 78	717	78	480	21.8	66.9	1
795	chr11	27527863	27528517	CpG: 51	654	51	407	15.6	62.2	0.81
796	chr11	27721661	27722639	CpG: 95	978	95	622	19.4	63.6	0.97
796	chr11	27740644	27741236	CpG: 58	592	58	409	19.6	69.1	0.83
796	chr11	27742059	27742273	CpG: 14	214	14	121	13.1	56.5	0.84
796	chr11	27743472	27744564	CpG: 81	1092	81	661	14.8	60.5	0.83
799	chr11	28131863	28132221	CpG: 25	358	25	194	14	54.2	0.95
814	chr11	30037672	30037944	CpG: 25	272	25	160	18.4	58.8	1.07
814	chr11	30038522	30038823	CpG: 32	301	32	194	21.3	64.5	1.03
814	chr11	30038934	30039148	CpG: 16	214	16	148	15	69.2	0.63
814	chr11	30040072	30040294	CpG: 17	222	17	118	15.3	53.2	1.08
816	chr11	30344536	30344946	CpG: 37	410	37	283	18	69	0.77
818	chr11	30605558	30605800	CpG: 17	242	17	149	14	61.6	0.74
818	chr11	30606004	30608128	CpG: 162	2124	162	1294	15.3	60.9	0.82
824	chr11	31391087	31391498	CpG: 37	411	37	245	18	59.6	1.08
825	chr11	31531131	31531501	CpG: 33	370	33	224	17.8	60.5	0.99
827	chr11	31820060	31821416	CpG: 98	1356	98	820	14.5	60.5	0.79
827	chr11	31825743	31826967	CpG: 81	1224	81	700	13.2	57.2	0.81
827	chr11	31827696	31827921	CpG: 28	225	28	166	24.9	73.8	0.92
827	chr11	31831620	31839038	CpG: 464	7418	464	4369	12.5	58.9	0.72
827	chr11	31839363	31839813	CpG: 35	450	35	250	15.6	55.6	1.01
827	chr11	31841315	31842003	CpG: 54	688	54	456	15.7	66.3	0.71
827	chr11	31847132	31847958	CpG: 58	826	58	543	14	65.7	0.65
827	chr11	31848487	31848776	CpG: 31	289	31	215	21.5	74.4	0.78
829	chr11	32008802	32009044	CpG: 32	242	32	165	26.4	68.2	1.14
103	chr11	32112394	32113277	CpG: 105	883	105	640	23.8	72.5	0.91
831	chr11	32354760	32355484	CpG: 63	724	63	472	17.4	65.2	0.82
832	chr11	32448261	32449744	CpG: 102	1483	102	928	13.8	62.6	0.7
832	chr11	32452144	32452708	CpG: 53	564	53	386	18.8	68.4	0.8
832	chr11	32454874	32457311	CpG: 188	2437	188	1489	15.4	61.1	0.83
832	chr11	32459422	32459878	CpG: 33	456	33	289	14.5	63.4	0.72
832	chr11	32460586	32461004	CpG: 41	418	41	282	19.6	67.5	0.87
833	chr11	32605183	32605729	CpG: 64	546	64	380	23.4	69.6	0.97
835	chr11	32851160	32851951	CpG: 91	791	91	571	23	72.2	0.89
836	chr11	32913989	32915514	CpG: 146	1525	146	964	19.1	63.2	0.97
837	chr11	33037206	33037917	CpG: 71	711	71	445	20	62.6	1.02
837	chr11	33060699	33061846	CpG: 123	1147	123	780	21.4	68	0.93
838	chr11	33182987	33183264	CpG: 24	277	24	174	17.3	62.8	0.88
838	chr11	33278657	33280175	CpG: 154	1518	154	1003	20.3	66.1	0.93
839	chr11	33397607	33398494	CpG: 115	887	115	635	25.9	71.6	1.01
841	chr11	33680219	33680428	CpG: 16	209	16	136	15.3	65.1	0.73
842	chr11	33721713	33721978	CpG: 19	265	19	183	14.3	69.1	0.62
842	chr11	33722142	33722599	CpG: 56	457	56	324	24.5	70.9	0.98
842	chr11	33757476	33758122	CpG: 62	646	62	447	19.2	69.2	0.81
842	chr11	33795392	33796319	CpG: 74	927	74	586	16	63.2	0.8
843	chr11	33850451	33850970	CpG: 49	519	49	373	18.9	71.9	0.74
843	chr11	33890357	33891495	CpG: 119	1138	119	780	20.9	68.5	0.89
844	chr11	34072986	34074703	CpG: 159	1717	159	1089	18.5	63.4	0.93
845	chr11	34126828	34127573	CpG: 60	745	60	446	16.1	59.9	0.9
845	chr11	34195989	34196256	CpG: 23	267	23	191	17.2	71.5	0.68
847	chr11	34378229	34379993	CpG: 173	1764	173	1170	19.6	66.3	0.89
847	chr11	34380488	34380710	CpG: 22	222	22	153	19.8	68.9	0.84
847	chr11	34460165	34460857	CpG: 58	692	58	470	16.8	67.9	0.73
851	chr11	34937328	34938380	CpG: 92	1052	92	677	17.5	64.4	0.84
853	chr11	35160375	35161000	CpG: 53	625	53	425	17	68	0.74
855	chr11	35440375	35441882	CpG: 155	1507	155	1035	20.6	68.7	0.87
856	chr11	35547139	35547396	CpG: 19	257	19	179	14.8	69.6	0.61
856	chr11	35639629	35641485	CpG: 205	1856	205	1255	22.1	67.6	0.97
857	chr11	35684421	35684846	CpG: 51	425	51	305	24	71.8	0.94
859	chr11	35965642	35966454	CpG: 73	812	73	497	18	61.2	0.97
862	chr11	36397926	36399398	CpG: 124	1472	124	935	16.8	63.5	0.84
863	chr11	36531167	36531915	CpG: 71	748	71	523	19	69.9	0.81
915	chr11	43333439	43333887	CpG: 49	448	49	305	21.9	68.1	0.96
915	chr11	43380241	43381040	CpG: 71	799	71	530	17.8	66.3	0.81
917	chr11	43543835	43544086	CpG: 20	251	20	153	15.9	61	0.87
917	chr11	43568921	43569854	CpG: 80	933	80	609	17.1	65.3	0.81
917	chr11	43596990	43597336	CpG: 28	346	28	231	16.2	66.8	0.73
917	chr11	43600712	43601409	CpG: 67	697	67	449	19.2	64.4	0.94
917	chr11	43602545	43603215	CpG: 61	670	61	434	18.2	64.8	0.87
918	chr11	43702016	43702597	CpG: 59	581	59	388	20.3	66.8	0.92
919	chr11	43902254	43902528	CpG: 27	274	27	184	19.7	67.2	0.9
920	chr11	43963626	43966048	CpG: 204	2422	204	1417	16.8	58.5	0.99
921	chr11	44087518	44088165	CpG: 63	647	63	430	19.5	66.5	0.89
921	chr11	44117117	44117994	CpG: 85	877	85	613	19.4	69.9	0.79
923	chr11	44324875	44325087	CpG: 19	212	19	141	17.9	66.5	0.84
923	chr11	44325657	44326517	CpG: 71	860	71	542	16.5	63	0.83
923	chr11	44327240	44327932	CpG: 55	692	55	440	15.9	63.6	0.79
923	chr11	44330542	44331761	CpG: 111	1219	111	730	18.2	59.9	1.02
923	chr11	44332314	44332757	CpG: 36	443	36	281	16.3	63.4	0.81
923	chr11	44337697	44338783	CpG: 96	1086	96	719	17.7	66.2	0.81
923	chr11	44341265	44341757	CpG: 41	492	41	301	16.7	61.2	0.89
924	chr11	44541537	44541956	CpG: 33	419	33	278	15.8	66.3	0.73
925	chr11	44586602	44587404	CpG: 73	802	73	575	18.2	71.7	0.75
926	chr11	44748205	44749761	CpG: 147	1556	147	1004	18.9	64.5	0.94
928	chr11	44971048	44972685	CpG: 170	1637	170	1143	20.8	69.8	0.85
928	chr11	44978615	44979030	CpG: 35	415	35	265	16.9	63.9	0.83
929	chr11	45168618	45169101	CpG: 64	483	64	315	26.5	65.2	1.25
929	chr11	45201783	45202728	CpG: 84	945	84	614	17.8	65	0.84
930	chr11	45234222	45234428	CpG: 15	206	15	138	14.6	67	0.66
930	chr11	45307441	45307975	CpG: 52	534	52	389	19.5	72.8	0.74
931	chr11	45376931	45377243	CpG: 25	312	25	199	16	63.8	0.79
933	chr11	45671197	45672412	CpG: 115	1215	115	815	18.9	67.1	0.85
933	chr11	45686160	45687495	CpG: 151	1335	151	934	22.6	70	0.93
934	chr11	45825615	45826872	CpG: 119	1257	119	892	18.9	71	0.77
934	chr11	45868742	45869413	CpG: 61	671	61	436	18.2	65	0.87
935	chr11	45907006	45907809	CpG: 79	803	79	521	19.7	64.9	0.94
935	chr11	45921387	45922167	CpG: 72	780	72	451	18.5	57.8	1.11
935	chr11	45923980	45924727	CpG: 52	747	52	498	13.9	66.7	0.64
935	chr11	45939296	45940141	CpG: 61	845	61	521	14.4	61.7	0.76
935	chr11	45943513	45944852	CpG: 130	1339	130	949	19.4	70.9	0.77
937	chr11	46164651	46164852	CpG: 15	201	15	135	14.9	67.2	0.66
937	chr11	46259264	46260048	CpG: 94	784	94	552	24	70.4	0.97
937	chr11	46260617	46260945	CpG: 33	328	33	232	20.1	70.7	0.82
937	chr11	46264973	46265335	CpG: 32	362	32	233	17.7	64.4	0.85
938	chr11	46299544	46300216	CpG: 51	672	51	447	15.2	66.5	0.69
938	chr11	46316875	46317485	CpG: 56	610	56	425	18.4	69.7	0.76
938	chr11	46354091	46355190	CpG: 118	1099	118	781	21.5	71.1	0.85
938	chr11	46366876	46367101	CpG: 17	225	17	158	15.1	70.2	0.62
938	chr11	46368650	46369660	CpG: 105	1010	105	641	20.8	63.5	1.05
938	chr11	46387905	46388535	CpG: 48	630	48	451	15.2	71.6	0.61
938	chr11	46389074	46389378	CpG: 21	304	21	201	13.8	66.1	0.69
938	chr11	46396983	46397186	CpG: 21	203	21	142	20.7	70	0.85
939	chr11	46402624	46404139	CpG: 129	1515	129	997	17	65.8	0.81
939	chr11	46406904	46407441	CpG: 41	537	41	357	15.3	66.5	0.7
939	chr11	46410921	46414687	CpG: 310	3766	310	2425	16.5	64.4	0.79
940	chr11	46615197	46615664	CpG: 45	467	45	310	19.3	66.4	0.88
940	chr11	46638637	46639486	CpG: 70	849	70	498	16.5	58.7	0.97
941	chr11	46721979	46722428	CpG: 34	449	34	286	15.1	63.7	0.84
941	chr11	46726745	46727037	CpG: 25	292	25	199	17.1	68.2	0.75
942	chr11	46867194	46868077	CpG: 93	883	93	602	21.1	68.2	0.91
943	chr11	46939358	46940118	CpG: 78	760	78	504	20.5	66.3	0.95
943	chr11	46958170	46958529	CpG: 26	359	26	230	14.5	64.1	0.73
945	chr11	47198027	47198885	CpG: 93	858	93	583	21.7	67.9	0.94
945	chr11	47207188	47209176	CpG: 156	1988	156	1147	15.7	57.7	0.94
945	chr11	47236404	47236933	CpG: 36	529	36	344	13.6	65	0.65
945	chr11	47270234	47270633	CpG: 37	399	37	255	18.5	63.9	0.91
945	chr11	47291200	47291858	CpG: 66	658	66	438	20.1	66.6	0.91
946	chr11	47359953	47360216	CpG: 19	263	19	168	14.4	63.9	0.71
946	chr11	47376651	47377236	CpG: 53	585	53	418	18.1	71.5	0.71
946	chr11	47399788	47400006	CpG: 16	218	16	151	14.7	69.3	0.63
946	chr11	47416357	47416598	CpG: 19	241	19	167	15.8	69.3	0.69
946	chr11	47429733	47430346	CpG: 75	613	75	415	24.5	67.7	1.09
118	chr11	47447704	47448257	CpG: 50	553	50	349	18.1	63.1	0.91
947	chr11	47573911	47574899	CpG: 87	988	87	616	17.6	62.3	0.91
948	chr11	47586848	47587608	CpG: 87	760	87	560	22.9	73.7	0.85
948	chr11	47600129	47600927	CpG: 69	798	69	524	17.3	65.7	0.81
948	chr11	47611138	47612438	CpG: 161	1300	161	875	24.8	67.3	1.1
948	chr11	47615710	47616055	CpG: 30	345	30	183	17.4	53	1.35
948	chr11	47663577	47664331	CpG: 75	754	75	509	19.9	67.5	0.89
949	chr11	47736739	47737106	CpG: 34	367	34	244	18.5	66.5	0.84
949	chr11	47788200	47789022	CpG: 96	822	96	577	23.4	70.2	0.95
950	chr11	47869793	47870356	CpG: 58	563	58	375	20.6	66.6	0.94
951	chr11	48001604	48003170	CpG: 170	1566	170	1079	21.7	68.9	0.93
958	chr11	48901697	48901915	CpG: 17	218	17	142	15.6	65.1	0.74
958	chr11	48921725	48922742	CpG: 85	1017	85	709	16.7	69.7	0.69
958	chr11	48990176	48990485	CpG: 25	309	25	210	16.2	68	0.7
959	chr11	49069720	49070722	CpG: 84	1002	84	695	16.8	69.4	0.7
959	chr11	49071437	49071764	CpG: 35	327	35	226	21.4	69.1	0.9
959	chr11	49123969	49124178	CpG: 17	209	17	151	16.3	72.2	0.65
960	chr11	49229717	49230040	CpG: 38	323	38	228	23.5	70.6	0.96
962	chr11	49455935	49456211	CpG: 48	276	48	216	34.8	78.3	1.14
965	chr11	49839280	49839568	CpG: 25	288	25	195	17.4	67.7	0.77
965	chr11	49872066	49872440	CpG: 30	374	30	255	16	68.2	0.69
965	chr11	49873117	49874152	CpG: 90	1035	90	723	17.4	69.9	0.71
965	chr11	49913319	49914335	CpG: 86	1016	86	714	16.9	70.3	0.69
965	chr11	49914943	49915372	CpG: 33	429	33	292	15.4	68.1	0.67
968	chr11	50227031	50227326	CpG: 25	295	25	214	16.9	72.5	0.65
968	chr11	50238008	50238222	CpG: 18	214	18	135	16.8	63.1	0.91
968	chr11	50257255	50257772	CpG: 59	517	59	365	22.8	70.6	0.92
1009	chr11	55640068	55641085	CpG: 94	1017	94	715	18.5	70.3	0.75
1009	chr11	55641710	55642120	CpG: 33	410	33	274	16.1	66.8	0.72
1019	chr11	56947946	56948184	CpG: 19	238	19	158	16	66.4	0.88
1020	chr11	57091614	57092831	CpG: 90	1217	90	716	14.8	58.8	0.86
1020	chr11	57102841	57103430	CpG: 66	589	66	427	22.4	72.5	0.85
1020	chr11	57117315	57117575	CpG: 20	260	20	169	15.4	65	0.74
1021	chr11	57194340	57194650	CpG: 36	310	36	235	23.2	75.8	0.89
1021	chr11	57225812	57226094	CpG: 26	282	26	199	18.4	70.6	0.79
1021	chr11	57226766	57228707	CpG: 159	1941	159	1283	16.4	66.1	0.75
1021	chr11	57232313	57232573	CpG: 26	260	26	167	20	64.2	0.98
1021	chr11	57243681	57244463	CpG: 84	782	84	542	21.5	69.3	0.9
1021	chr11	57249946	57250848	CpG: 76	902	76	629	16.9	69.7	0.71
1021	chr11	57267006	57267316	CpG: 27	310	27	224	17.4	72.3	0.68
1022	chr11	57281671	57283305	CpG: 134	1634	134	1080	16.4	66.1	0.75
1022	chr11	57334971	57335486	CpG: 60	515	60	339	23.3	65.8	1.08
1023	chr11	57414400	57414664	CpG: 19	264	19	175	14.4	66.3	0.71
1023	chr11	57424937	57425262	CpG: 36	325	36	211	22.2	64.9	1.09
1023	chr11	57434542	57434788	CpG: 21	246	21	166	17.1	67.5	0.78
1023	chr11	57435204	57436146	CpG: 123	942	123	665	26.1	70.6	1.06
1023	chr11	57479486	57480308	CpG: 66	822	66	476	16.1	57.9	0.96
1023	chr11	57508730	57509569	CpG: 72	839	72	545	17.2	65	0.82
1023	chr11	57520333	57520753	CpG: 36	420	36	276	17.1	65.7	0.8
1030	chr11	58345673	58347321	CpG: 138	1648	138	1030	16.7	62.5	0.86
1032	chr11	58672851	58673288	CpG: 40	437	40	293	18.3	67	0.81
1033	chr11	58731311	58731535	CpG: 19	224	19	135	17	60.3	0.94
1033	chr11	58830063	58830739	CpG: 49	676	49	429	14.5	63.5	0.72
1034	chr11	58869805	58870076	CpG: 21	271	21	166	15.5	61.3	0.83
1034	chr11	58873889	58874486	CpG: 49	597	49	390	16.4	65.3	0.77
1034	chr11	58910127	58910584	CpG: 36	457	36	295	15.8	64.6	0.77
1034	chr11	58939046	58940308	CpG: 87	1262	87	705	13.8	55.9	0.9
1034	chr11	58940830	58941052	CpG: 17	222	17	145	15.3	65.3	0.77
1037	chr11	59328137	59328507	CpG: 34	370	34	224	18.4	60.5	1.02
1038	chr11	59382687	59382929	CpG: 22	242	22	160	18.2	66.1	0.83
1038	chr11	59383165	59383410	CpG: 33	245	33	175	26.9	71.4	1.06
1038	chr11	59436201	59437232	CpG: 89	1031	89	574	17.3	55.7	1.11
1039	chr11	59522425	59523303	CpG: 70	878	70	539	15.9	61.4	0.85
1039	chr11	59578090	59578379	CpG: 32	289	32	195	22.1	67.5	0.97
1040	chr11	59665579	59665857	CpG: 31	278	31	196	22.3	70.5	0.9
1044	chr11	60282783	60283045	CpG: 21	262	21	176	16	67.2	0.71
1045	chr11	60414666	60414919	CpG: 24	253	24	177	19	70	0.79
1046	chr11	60534910	60535138	CpG: 23	228	23	163	20.2	71.5	0.8
1047	chr11	60609392	60609786	CpG: 41	394	41	267	20.8	67.8	0.91
1047	chr11	60619924	60621111	CpG: 123	1187	123	819	20.7	69	0.87
1047	chr11	60673597	60674184	CpG: 67	587	67	402	22.8	68.5	0.98
1047	chr11	60681552	60682268	CpG: 79	716	79	494	22.1	69	0.93
1048	chr11	60691785	60692532	CpG: 69	747	69	499	18.5	66.8	0.83
1048	chr11	60701682	60702219	CpG: 55	537	55	391	20.5	72.8	0.77
1048	chr11	60718428	60718888	CpG: 58	460	58	338	25.2	73.5	0.96
1048	chr11	60775036	60776307	CpG: 100	1271	100	880	15.7	69.2	0.67
1049	chr11	60928560	60929262	CpG: 79	702	79	446	22.5	63.5	1.12
1050	chr11	61061751	61063063	CpG: 136	1312	136	935	20.7	71.3	0.82
1051	chr11	61100073	61100972	CpG: 94	899	94	602	20.9	67	0.94
1051	chr11	61106710	61106927	CpG: 17	217	17	143	15.7	65.9	0.74
1051	chr11	61129221	61129879	CpG: 61	658	61	435	18.5	66.1	0.85
1051	chr11	61159836	61160285	CpG: 44	449	44	305	19.6	67.9	0.85
1051	chr11	61196921	61197697	CpG: 90	776	90	543	23.2	70	0.97
1052	chr11	61275825	61277329	CpG: 174	1504	174	978	23.1	65	1.1
1052	chr11	61283864	61284147	CpG: 22	283	22	197	15.5	69.6	0.64
1052	chr11	61322732	61323285	CpG: 45	553	45	359	16.3	64.9	0.78
1052	chr11	61335112	61335340	CpG: 30	228	30	174	26.3	76.3	0.92
1053	chr11	61347808	61349038	CpG: 100	1230	100	661	16.3	53.7	1.13
1053	chr11	61355038	61355363	CpG: 39	325	39	232	24	71.4	0.94
1053	chr11	61447599	61448273	CpG: 71	674	71	423	21.1	62.8	1.07
1054	chr11	61488132	61488357	CpG: 17	225	17	142	15.1	63.1	0.76
1054	chr11	61511041	61511584	CpG: 45	543	45	381	16.6	70.2	0.67
1054	chr11	61519741	61519972	CpG: 28	231	28	170	24.2	73.6	0.91
1054	chr11	61544727	61545563	CpG: 60	836	60	493	14.4	59	0.83
1054	chr11	61559907	61560549	CpG: 56	642	56	423	17.4	65.9	0.81
1054	chr11	61582573	61584728	CpG: 191	2155	191	1446	17.7	67.1	0.79
1054	chr11	61594996	61596710	CpG: 151	1714	151	1178	17.6	68.7	0.76
1055	chr11	61658569	61659592	CpG: 103	1023	103	665	20.1	65	0.96
1055	chr11	61684591	61685216	CpG: 85	625	85	472	27.2	75.5	0.97
1055	chr11	61722744	61723483	CpG: 63	739	63	510	17.1	69	0.72
131	chr11	61734760	61735932	CpG: 105	1172	105	747	17.9	63.7	0.9
1057	chr11	61891198	61891726	CpG: 45	528	45	326	17	61.7	0.9
1058	chr11	62104779	62105636	CpG: 98	857	98	586	22.9	68.4	0.98
1059	chr11	62138621	62138873	CpG: 28	252	28	167	22.2	66.3	1.03
1059	chr11	62211989	62212196	CpG: 17	207	17	132	16.4	63.8	0.81
1060	chr11	62313282	62314314	CpG: 100	1032	100	727	19.4	70.4	0.78
1060	chr11	62314761	62315054	CpG: 28	293	28	206	19.1	70.3	0.81
1060	chr11	62341228	62341695	CpG: 39	467	39	293	16.7	62.7	0.88
1060	chr11	62358813	62359674	CpG: 72	861	72	518	16.7	60.2	0.94
1060	chr11	62368454	62370491	CpG: 215	2037	215	1375	21.1	67.5	0.94
1060	chr11	62379638	62380556	CpG: 97	918	97	656	21.1	71.5	0.83
1060	chr11	62389337	62389791	CpG: 40	454	40	289	17.6	63.7	0.88
1061	chr11	62413632	62414293	CpG: 64	661	64	449	19.4	67.9	0.84
1061	chr11	62420544	62420924	CpG: 43	380	43	254	22.6	66.8	1.03
1061	chr11	62432319	62433417	CpG: 94	1098	94	687	17.1	62.6	0.88
1061	chr11	62439047	62439803	CpG: 63	756	63	495	16.7	65.5	0.79
1061	chr11	62446038	62446613	CpG: 55	575	55	388	19.1	67.5	0.84
1061	chr11	62455073	62455868	CpG: 72	795	72	568	18.1	71.4	0.71
1061	chr11	62473453	62474156	CpG: 59	703	59	449	16.8	63.9	0.84
1061	chr11	62476770	62477481	CpG: 49	711	49	409	13.8	57.5	0.84
