Gene ID	Gene Name 	Periodic Rank	Stage
ENSG00000104133	SPG11	2.437392833	G2-M
ENSG00000101901	ALG13	2.148084348	G2-M
ENSG00000138398	PPIG	2.464516063	G2-M
ENSG00000137815	RTF1	2.11348187	G2-M
ENSG00000126391	FRMD8	2.263980231	G2-M
ENSG00000165661	QSOX2	2.417323631	G2-M
ENSG00000148296	SURF6	2.094560477	G2-M
ENSG00000137055	PLAA	2.376300761	G2-M
ENSG00000060491	OGFR	2.454675393	G2-M
ENSG00000198818	SFT2D1	2.298401809	G2-M
ENSG00000204371	EHMT2	2.260220386	G2-M
ENSG00000197223	C1D	2.346159935	G2-M
ENSG00000123358	NR4A1	2.327711242	G2-M
ENSG00000168575	SLC20A2	2.404189397	G2-M
ENSG00000224864	CTC-260E6.2	2.407582129	G2-M
ENSG00000087152	ATXN7L3	2.407612944	G2-M
ENSG00000132768	DPH2	2.470934382	G2-M
ENSG00000069011	PITX1	2.413521384	G2-M
ENSG00000124383	MPHOSPH10	2.121450871	G2-M
ENSG00000108468	CBX1	2.363017618	G2-M
ENSG00000061794	MRPS35	2.457790235	G2-M
ENSG00000163597	SNHG16	2.291524646	G2-M
ENSG00000124193	SRSF6	2.486096864	G2-M
ENSG00000133265	HSPBP1	1.972740565	G2-M
ENSG00000231167	YBX1P2	2.404413763	G2-M
ENSG00000136003	ISCU	2.424341812	G2-M
ENSG00000116337	AMPD2	2.468230201	G2-M
ENSG00000172239	PAIP1	2.213372384	G2-M
ENSG00000165912	PACSIN3	2.425495927	G2-M
ENSG00000175602	CCDC85B	2.195340892	G2-M
ENSG00000104859	CLASRP	2.33687956	G2-M
ENSG00000130821	SLC6A8	2.293491529	G2-M
ENSG00000066117	SMARCD1	2.480916931	G2-M
ENSG00000133243	BTBD2	2.398267528	G2-M
ENSG00000137207	YIPF3	2.412810908	G2-M
ENSG00000180198	RCC1	2.466922968	G2-M
ENSG00000130254	SAFB2	2.431122041	G2-M
ENSG00000125753	VASP	2.431020312	G2-M
ENSG00000099810	MTAP	2.347764651	G2-M
ENSG00000161547	SRSF2	2.438110736	G2-M
ENSG00000197982	C1orf122	2.15540262	G2-M
ENSG00000125944	HNRNPR	2.418069761	G2-M
ENSG00000100462	PRMT5	2.391794218	G2-M
ENSG00000112787	FBRSL1	2.402865153	G2-M
ENSG00000101412	E2F1	1.476336693	G1-S
ENSG00000105173	CCNE1	1.998615293	G1-S
ENSG00000175305	CCNE2	1.748914131	G1-S
ENSG00000077514	POLD3	1.995118313	G1-S
ENSG00000143476	DTL	1.846913795	G1-S
ENSG00000076003	MCM6	2.472933922	G1-S
ENSG00000132646	PCNA	2.021660932	G1-S
ENSG00000167670	CHAF1A	1.923066242	G1-S
ENSG00000163950	SLBP	2.019218605	G1-S
ENSG00000076248	UNG	1.450733503	G1-S
ENSG00000094804	CDC6	1.901376734	G1-S
ENSG00000073111	MCM2	2.301305075	G1-S
ENSG00000115687	PASK	2.386685559	G1-S
ENSG00000152137	HSPB8	2.318268545	G1-S
ENSG00000174371	EXO1	1.745775733	G1-S
ENSG00000163918	RFC4	2.128982135	G1-S
ENSG00000075218	GTSE1	1.953331869	G2-M
ENSG00000121957	GPSM2	1.855144875	G2-M
ENSG00000162063	CCNF	0.945117123	G2-M
ENSG00000138160	KIF11	2.245352706	G2-M
ENSG00000188486	H2AFX	2.124412666	G2-M
ENSG00000134690	CDCA8	1.371963375	G2-M
ENSG00000072864	NDE1	2.199937981	G2-M
ENSG00000135476	ESPL1	1.735808541	G2-M
ENSG00000145386	CCNA2	2.032770308	G2-M
ENSG00000137807	KIF23	1.975044025	G2-M
ENSG00000112414	GPR126	2.487397547	G2-M
ENSG00000079616	KIF22	2.445700201	G2-M
ENSG00000198826	ARHGAP11A	1.812093774	G2-M
ENSG00000154473	BUB3	2.301512936	G2-M
ENSG00000164104	HMGB2	1.786416008	G2-M
ENSG00000131747	TOP2A	1.761660725	G2-M
ENSG00000112983	BRD8	2.295790205	G2-M
ENSG00000175063	UBE2C	1.378484885	G2-M
ENSG00000137804	NUSAP1	2.197788574	G2-M
ENSG00000268942	CKS1B	2.186973588	G2-M
ENSG00000158402	CDC25C	1.891601495	G2-M
ENSG00000129195	FAM64A	1.145896507	G2-M
ENSG00000138778	CENPE	0.794673807	G2-M
ENSG00000136108	CKAP2	2.0803275	G2-M
ENSG00000117650	NEK2	1.695436645	G2-M
ENSG00000111665	CDCA3	1.794793453	G2-M
ENSG00000148773	MKI67	1.841014967	G2-M
ENSG00000169679	BUB1	1.385368041	G2-M
ENSG00000088325	TPX2	1.297306925	G2-M
ENSG00000166851	PLK1	0.823603314	G2-M
ENSG00000123975	CKS2	1.138879011	G2-M
ENSG00000108106	UBE2S	1.715388693	G2-M
ENSG00000117399	CDC20	1.892761788	G2-M
ENSG00000134057	CCNB1	1.134052062	G2-M
ENSG00000182481	KPNA2	1.480990371	G2-M
ENSG00000112742	TTK	1.921138535	G2-M
ENSG00000072571	HMMR	1.812698788	G2-M
ENSG00000076382	SPAG5	1.67853482	G2-M
ENSG00000117724	CENPF	1.911800118	G2-M
ENSG00000101224	CDC25B	2.094392434	G2-M
ENSG00000029993	HMGB3	2.292996466	G2-M
ENSG00000142945	KIF2C	2.209423245	G2-M
ENSG00000013810	TACC3	2.174531375	G2-M
ENSG00000156970	BUB1B	1.645898321	G2-M
ENSG00000157456	CCNB2	1.856294132	G2-M
ENSG00000143815	LBR	1.691312993	G2-M
ENSG00000089685	BIRC5	2.070627959	G2-M
ENSG00000164611	PTTG1	1.956352988	G2-M
ENSG00000135451	TROAP	2.019780161	G2-M
ENSG00000198901	PRC1	1.858823526	G2-M
ENSG00000116560	SFPQ	2.187843448	G2-M
